# TIPOS DE CAMBIO USD - VENTA (Bs./M.E.) | BCV Venezuela
# Páginas procesadas: [0, 1, 2]
# Total registros: 1446
# Generado: 2026-04-03 02:01:52
# Formato: FECHA_VALOR | TASA_VENTA | TRIMESTRE | HOJA_EXCEL
----------------------------------------------------------------------------------------------------
17/11/2021 |       4.524300 | Año 2021, Trimestre IV | 16112021
18/11/2021 |       4.528700 | Año 2021, Trimestre IV | 17112021
19/11/2021 |       4.586100 | Año 2021, Trimestre IV | 18112021
23/11/2021 |       4.543500 | Año 2021, Trimestre IV | 19112021
24/11/2021 |       4.543300 | Año 2021, Trimestre IV | 23112021
25/11/2021 |       4.564000 | Año 2021, Trimestre IV | 24112021
26/11/2021 |       4.582800 | Año 2021, Trimestre IV | 25112021
29/11/2021 |       4.615400 | Año 2021, Trimestre IV | 26112021
30/11/2021 |       4.607800 | Año 2021, Trimestre IV | 29112021
01/12/2021 |       4.621600 | Año 2021, Trimestre IV | 30112021
02/12/2021 |       4.632200 | Año 2021, Trimestre IV | 01122021
03/12/2021 |       4.647600 | Año 2021, Trimestre IV | 02122021
06/12/2021 |       4.638000 | Año 2021, Trimestre IV | 03122021
07/12/2021 |       4.633300 | Año 2021, Trimestre IV | 06122021
08/12/2021 |       4.628200 | Año 2021, Trimestre IV | 07122021
09/12/2021 |       4.637900 | Año 2021, Trimestre IV | 08122021
10/12/2021 |       4.635300 | Año 2021, Trimestre IV | 09122021
14/12/2021 |       4.638200 | Año 2021, Trimestre IV | 10122021
15/12/2021 |       4.621200 | Año 2021, Trimestre IV | 14122021
16/12/2021 |       4.607100 | Año 2021, Trimestre IV | 15122021
17/12/2021 |       4.613100 | Año 2021, Trimestre IV | 16122021
20/12/2021 |       4.615700 | Año 2021, Trimestre IV | 17122021
21/12/2021 |       4.600100 | Año 2021, Trimestre IV | 20122021
22/12/2021 |       4.601000 | Año 2021, Trimestre IV | 21122021
23/12/2021 |       4.582900 | Año 2021, Trimestre IV | 22122021
27/12/2021 |       4.583900 | Año 2021, Trimestre IV | 23122021
28/12/2021 |       4.570200 | Año 2021, Trimestre IV | 27122021
29/12/2021 |       4.578600 | Año 2021, Trimestre IV | 28122021
30/12/2021 |       4.589700 | Año 2021, Trimestre IV | 29122021
03/01/2022 |       4.597200 | Año 2021, Trimestre IV | 30122021
04/01/2022 |       4.587700 | Año 2022, Trimestre I | 03012022
05/01/2022 |       4.603900 | Año 2022, Trimestre I | 04012022
06/01/2022 |       4.600100 | Año 2022, Trimestre I | 05012022
07/01/2022 |       4.622100 | Año 2022, Trimestre I | 06012022
11/01/2022 |       4.636500 | Año 2022, Trimestre I | 07012022
12/01/2022 |       4.644300 | Año 2022, Trimestre I | 11012022
13/01/2022 |       4.638000 | Año 2022, Trimestre I | 12012022
14/01/2022 |       4.635900 | Año 2022, Trimestre I | 13012022
18/01/2022 |       4.631600 | Año 2022, Trimestre I | 14012022
19/01/2022 |       4.629400 | Año 2022, Trimestre I | 18012022
20/01/2022 |       4.636500 | Año 2022, Trimestre I | 19012022
21/01/2022 |       4.615500 | Año 2022, Trimestre I | 20012022
24/01/2022 |       4.607000 | Año 2022, Trimestre I | 21012022
25/01/2022 |       4.588000 | Año 2022, Trimestre I | 24012022
26/01/2022 |       4.591100 | Año 2022, Trimestre I | 25012022
27/01/2022 |       4.583700 | Año 2022, Trimestre I | 26012022
28/01/2022 |       4.575600 | Año 2022, Trimestre I | 27012022
31/01/2022 |       4.549200 | Año 2022, Trimestre I | 28012022
01/02/2022 |       4.537600 | Año 2022, Trimestre I | 31012022
02/02/2022 |       4.527500 | Año 2022, Trimestre I | 01022022
03/02/2022 |       4.524800 | Año 2022, Trimestre I | 02022022
04/02/2022 |       4.526300 | Año 2022, Trimestre I | 03022022
07/02/2022 |       4.521900 | Año 2022, Trimestre I | 04022022
08/02/2022 |       4.506800 | Año 2022, Trimestre I | 07022022
09/02/2022 |       4.494200 | Año 2022, Trimestre I | 08022022
10/02/2022 |       4.490700 | Año 2022, Trimestre I | 09022022
11/02/2022 |       4.465200 | Año 2022, Trimestre I | 10022022
14/02/2022 |       4.463700 | Año 2022, Trimestre I | 11022022
15/02/2022 |       4.441000 | Año 2022, Trimestre I | 14022022
16/02/2022 |       4.441200 | Año 2022, Trimestre I | 15022022
17/02/2022 |       4.436900 | Año 2022, Trimestre I | 16022022
18/02/2022 |       4.403200 | Año 2022, Trimestre I | 17022022
21/02/2022 |       4.420800 | Año 2022, Trimestre I | 18022022
22/02/2022 |       4.407800 | Año 2022, Trimestre I | 21022022
23/02/2022 |       4.342700 | Año 2022, Trimestre I | 22022022
24/02/2022 |       4.387900 | Año 2022, Trimestre I | 23022022
25/02/2022 |       4.380500 | Año 2022, Trimestre I | 24022022
02/03/2022 |       4.385900 | Año 2022, Trimestre I | 25022022
03/03/2022 |       4.367700 | Año 2022, Trimestre I | 02032022
04/03/2022 |       4.368400 | Año 2022, Trimestre I | 03032022
07/03/2022 |       4.326600 | Año 2022, Trimestre I | 04032022
08/03/2022 |       4.330200 | Año 2022, Trimestre I | 07032022
09/03/2022 |       4.332000 | Año 2022, Trimestre I | 08032022
10/03/2022 |       4.327700 | Año 2022, Trimestre I | 09032022
11/03/2022 |       4.330400 | Año 2022, Trimestre I | 10032022
14/03/2022 |       4.223300 | Año 2022, Trimestre I | 11032022
15/03/2022 |       4.242300 | Año 2022, Trimestre I | 14032022
16/03/2022 |       4.269700 | Año 2022, Trimestre I | 15032022
17/03/2022 |       4.290400 | Año 2022, Trimestre I | 16032022
18/03/2022 |       4.295000 | Año 2022, Trimestre I | 17032022
21/03/2022 |       4.308800 | Año 2022, Trimestre I | 18032022
22/03/2022 |       4.298000 | Año 2022, Trimestre I | 21032022
23/03/2022 |       4.309100 | Año 2022, Trimestre I | 22032022
24/03/2022 |       4.326900 | Año 2022, Trimestre I | 23032022
25/03/2022 |       4.341900 | Año 2022, Trimestre I | 24032022
28/03/2022 |       4.364200 | Año 2022, Trimestre I | 25032022
29/03/2022 |       4.369300 | Año 2022, Trimestre I | 28032022
30/03/2022 |       4.369800 | Año 2022, Trimestre I | 29032022
31/03/2022 |       4.377100 | Año 2022, Trimestre I | 30032022
01/04/2022 |       4.380500 | Año 2022, Trimestre I | 31032022
04/04/2022 |       4.408200 | Año 2022, Trimestre II | 01042022
05/04/2022 |       4.412500 | Año 2022, Trimestre II | 04042022
06/04/2022 |       4.418800 | Año 2022, Trimestre II | 05042022
07/04/2022 |       4.412400 | Año 2022, Trimestre II | 06042022
08/04/2022 |       4.418900 | Año 2022, Trimestre II | 07042022
11/04/2022 |       4.422200 | Año 2022, Trimestre II | 08042022
12/04/2022 |       4.424800 | Año 2022, Trimestre II | 11042022
13/04/2022 |       4.434900 | Año 2022, Trimestre II | 12042022
18/04/2022 |       4.437400 | Año 2022, Trimestre II | 13042022
20/04/2022 |       4.444200 | Año 2022, Trimestre II | 18042022
21/04/2022 |       4.444900 | Año 2022, Trimestre II | 20042022
22/04/2022 |       4.437800 | Año 2022, Trimestre II | 21042022
25/04/2022 |       4.437500 | Año 2022, Trimestre II | 22042022
26/04/2022 |       4.438900 | Año 2022, Trimestre II | 25042022
27/04/2022 |       4.449000 | Año 2022, Trimestre II | 26042022
28/04/2022 |       4.466400 | Año 2022, Trimestre II | 27042022
29/04/2022 |       4.486700 | Año 2022, Trimestre II | 28042022
02/05/2022 |       4.496500 | Año 2022, Trimestre II | 29042022
03/05/2022 |       4.507100 | Año 2022, Trimestre II | 02052022
04/05/2022 |       4.522700 | Año 2022, Trimestre II | 03052022
05/05/2022 |       4.547300 | Año 2022, Trimestre II | 04052022
06/05/2022 |       4.560500 | Año 2022, Trimestre II | 05052022
09/05/2022 |       4.576300 | Año 2022, Trimestre II | 06052022
10/05/2022 |       4.584200 | Año 2022, Trimestre II | 09052022
11/05/2022 |       4.606800 | Año 2022, Trimestre II | 10052022
12/05/2022 |       4.643200 | Año 2022, Trimestre II | 11052022
13/05/2022 |       4.718000 | Año 2022, Trimestre II | 12052022
16/05/2022 |       4.770500 | Año 2022, Trimestre II | 13052022
17/05/2022 |       4.784800 | Año 2022, Trimestre II | 16052022
18/05/2022 |       4.804800 | Año 2022, Trimestre II | 17052022
19/05/2022 |       4.831700 | Año 2022, Trimestre II | 18052022
20/05/2022 |       4.895200 | Año 2022, Trimestre II | 19052022
23/05/2022 |       4.945300 | Año 2022, Trimestre II | 20052022
24/05/2022 |       4.936800 | Año 2022, Trimestre II | 23052022
25/05/2022 |       4.958500 | Año 2022, Trimestre II | 24052022
26/05/2022 |       5.012800 | Año 2022, Trimestre II | 25052022
27/05/2022 |       5.027700 | Año 2022, Trimestre II | 26052022
31/05/2022 |       5.066800 | Año 2022, Trimestre II | 27052022
01/06/2022 |       5.064900 | Año 2022, Trimestre II | 31052022
02/06/2022 |       5.090600 | Año 2022, Trimestre II | 01062022
03/06/2022 |       5.120800 | Año 2022, Trimestre II | 02062022
06/06/2022 |       5.151300 | Año 2022, Trimestre II | 03062022
07/06/2022 |       5.153900 | Año 2022, Trimestre II | 06062022
08/06/2022 |       5.161100 | Año 2022, Trimestre II | 07062022
09/06/2022 |       5.198000 | Año 2022, Trimestre II | 08062022
10/06/2022 |       5.253400 | Año 2022, Trimestre II | 09062022
14/06/2022 |       5.310600 | Año 2022, Trimestre II | 10062022
15/06/2022 |       5.311000 | Año 2022, Trimestre II | 14062022
16/06/2022 |       5.364200 | Año 2022, Trimestre II | 15062022
17/06/2022 |       5.420900 | Año 2022, Trimestre II | 16062022
21/06/2022 |       5.466300 | Año 2022, Trimestre II | 17062022
22/06/2022 |       5.457200 | Año 2022, Trimestre II | 21062022
23/06/2022 |       5.470100 | Año 2022, Trimestre II | 22062022
27/06/2022 |       5.507700 | Año 2022, Trimestre II | 23062022
28/06/2022 |       5.478400 | Año 2022, Trimestre II | 27062022
29/06/2022 |       5.513100 | Año 2022, Trimestre II | 28062022
30/06/2022 |       5.534600 | Año 2022, Trimestre II | 29062022
01/07/2022 |       5.536900 | Año 2022, Trimestre II | 30062022
06/07/2022 |       5.555200 | Año 2022, Trimestre III | 01072022
07/07/2022 |       5.550000 | Año 2022, Trimestre III | 06072022
08/07/2022 |       5.574600 | Año 2022, Trimestre III | 07072022
11/07/2022 |       5.612200 | Año 2022, Trimestre III | 08072022
12/07/2022 |       5.599900 | Año 2022, Trimestre III | 11072022
13/07/2022 |       5.619400 | Año 2022, Trimestre III | 12072022
14/07/2022 |       5.657000 | Año 2022, Trimestre III | 13072022
15/07/2022 |       5.677700 | Año 2022, Trimestre III | 14072022
18/07/2022 |       5.699000 | Año 2022, Trimestre III | 15072022
19/07/2022 |       5.680300 | Año 2022, Trimestre III | 18072022
20/07/2022 |       5.701200 | Año 2022, Trimestre III | 19072022
21/07/2022 |       5.728500 | Año 2022, Trimestre III | 20072022
22/07/2022 |       5.731100 | Año 2022, Trimestre III | 21072022
25/07/2022 |       5.732700 | Año 2022, Trimestre III | 22072022
26/07/2022 |       5.721000 | Año 2022, Trimestre III | 25072022
27/07/2022 |       5.745600 | Año 2022, Trimestre III | 26072022
28/07/2022 |       5.771200 | Año 2022, Trimestre III | 27072022
29/07/2022 |       5.783600 | Año 2022, Trimestre III | 28072022
01/08/2022 |       5.793400 | Año 2022, Trimestre III | 29072022
02/08/2022 |       5.776900 | Año 2022, Trimestre III | 01082022
03/08/2022 |       5.797300 | Año 2022, Trimestre III | 02082022
04/08/2022 |       5.790800 | Año 2022, Trimestre III | 03082022
05/08/2022 |       5.840700 | Año 2022, Trimestre III | 04082022
08/08/2022 |       5.866200 | Año 2022, Trimestre III | 05082022
09/08/2022 |       5.851800 | Año 2022, Trimestre III | 08082022
10/08/2022 |       5.897000 | Año 2022, Trimestre III | 09082022
11/08/2022 |       5.924900 | Año 2022, Trimestre III | 10082022
12/08/2022 |       5.948100 | Año 2022, Trimestre III | 11082022
16/08/2022 |       5.978300 | Año 2022, Trimestre III | 12082022
17/08/2022 |       5.970000 | Año 2022, Trimestre III | 16082022
18/08/2022 |       5.976000 | Año 2022, Trimestre III | 17082022
19/08/2022 |       6.094200 | Año 2022, Trimestre III | 18082022
22/08/2022 |       6.180100 | Año 2022, Trimestre III | 19082022
23/08/2022 |       6.241600 | Año 2022, Trimestre III | 22082022
24/08/2022 |       6.281700 | Año 2022, Trimestre III | 23082022
25/08/2022 |       7.014700 | Año 2022, Trimestre III | 24082022
26/08/2022 |       7.836000 | Año 2022, Trimestre III | 25082022
29/08/2022 |       7.850700 | Año 2022, Trimestre III | 26082022
30/08/2022 |       7.821700 | Año 2022, Trimestre III | 29082022
31/08/2022 |       7.855300 | Año 2022, Trimestre III | 30082022
01/09/2022 |       7.892200 | Año 2022, Trimestre III | 31082022
02/09/2022 |       7.907800 | Año 2022, Trimestre III | 01092022
05/09/2022 |       7.964400 | Año 2022, Trimestre III | 02092022
06/09/2022 |       7.944700 | Año 2022, Trimestre III | 05092022
07/09/2022 |       7.981600 | Año 2022, Trimestre III | 06092022
08/09/2022 |       7.987900 | Año 2022, Trimestre III | 07092022
09/09/2022 |       8.002900 | Año 2022, Trimestre III | 08092022
12/09/2022 |       7.983500 | Año 2022, Trimestre III | 09092022
13/09/2022 |       7.976300 | Año 2022, Trimestre III | 12092022
14/09/2022 |       8.004000 | Año 2022, Trimestre III | 13092022
15/09/2022 |       8.029400 | Año 2022, Trimestre III | 14092022
16/09/2022 |       8.027700 | Año 2022, Trimestre III | 15092022
19/09/2022 |       8.050800 | Año 2022, Trimestre III | 16092022
20/09/2022 |       8.027500 | Año 2022, Trimestre III | 19092022
21/09/2022 |       8.049600 | Año 2022, Trimestre III | 20092022
22/09/2022 |       8.095900 | Año 2022, Trimestre III | 21092022
23/09/2022 |       8.114000 | Año 2022, Trimestre III | 22092022
26/09/2022 |       8.118000 | Año 2022, Trimestre III | 23092022
27/09/2022 |       8.101800 | Año 2022, Trimestre III | 26092022
28/09/2022 |       8.141900 | Año 2022, Trimestre III | 27092022
29/09/2022 |       8.147500 | Año 2022, Trimestre III | 28092022
30/09/2022 |       8.183700 | Año 2022, Trimestre III | 29092022
03/10/2022 |       8.203600 | Año 2022, Trimestre III | 30092022
04/10/2022 |       8.171400 | Año 2022, Trimestre IV | 03102022
05/10/2022 |       8.192300 | Año 2022, Trimestre IV | 04102022
06/10/2022 |       8.208700 | Año 2022, Trimestre IV | 05102022
07/10/2022 |       8.210200 | Año 2022, Trimestre IV | 06102022
10/10/2022 |       8.234600 | Año 2022, Trimestre IV | 07102022
11/10/2022 |       8.211300 | Año 2022, Trimestre IV | 10102022
13/10/2022 |       8.268100 | Año 2022, Trimestre IV | 11102022
14/10/2022 |       8.267000 | Año 2022, Trimestre IV | 13102022
17/10/2022 |       8.307800 | Año 2022, Trimestre IV | 14102022
18/10/2022 |       8.283800 | Año 2022, Trimestre IV | 17102022
19/10/2022 |       8.378800 | Año 2022, Trimestre IV | 18102022
20/10/2022 |       8.372000 | Año 2022, Trimestre IV | 19102022
21/10/2022 |       8.393000 | Año 2022, Trimestre IV | 20102022
25/10/2022 |       8.407600 | Año 2022, Trimestre IV | 21102022
26/10/2022 |       8.409600 | Año 2022, Trimestre IV | 25102022
27/10/2022 |       8.450800 | Año 2022, Trimestre IV | 26102022
28/10/2022 |       8.525400 | Año 2022, Trimestre IV | 27102022
01/11/2022 |       8.591800 | Año 2022, Trimestre IV | 28102022
02/11/2022 |       8.574400 | Año 2022, Trimestre IV | 01112022
03/11/2022 |       8.646100 | Año 2022, Trimestre IV | 02112022
04/11/2022 |       8.663600 | Año 2022, Trimestre IV | 03112022
07/11/2022 |       8.775200 | Año 2022, Trimestre IV | 04112022
08/11/2022 |       8.731100 | Año 2022, Trimestre IV | 07112022
09/11/2022 |       8.829200 | Año 2022, Trimestre IV | 08112022
10/11/2022 |       8.930800 | Año 2022, Trimestre IV | 09112022
11/11/2022 |       9.019700 | Año 2022, Trimestre IV | 10112022
14/11/2022 |       9.293000 | Año 2022, Trimestre IV | 11112022
15/11/2022 |       9.313300 | Año 2022, Trimestre IV | 14112022
16/11/2022 |       9.429300 | Año 2022, Trimestre IV | 15112022
17/11/2022 |       9.561500 | Año 2022, Trimestre IV | 16112022
18/11/2022 |       9.794500 | Año 2022, Trimestre IV | 17112022
22/11/2022 |       9.978700 | Año 2022, Trimestre IV | 18112022
23/11/2022 |       9.988700 | Año 2022, Trimestre IV | 22112022
24/11/2022 |      10.234600 | Año 2022, Trimestre IV | 23112022
25/11/2022 |      10.409400 | Año 2022, Trimestre IV | 24112022
28/11/2022 |      10.725600 | Año 2022, Trimestre IV | 25112022
29/11/2022 |      10.806200 | Año 2022, Trimestre IV | 28112022
30/11/2022 |      10.954500 | Año 2022, Trimestre IV | 29112022
01/12/2022 |      11.078900 | Año 2022, Trimestre IV | 30112022
02/12/2022 |      11.254800 | Año 2022, Trimestre IV | 01122022
05/12/2022 |      11.691800 | Año 2022, Trimestre IV | 02122022
06/12/2022 |      11.539000 | Año 2022, Trimestre IV | 05122022
07/12/2022 |      11.860800 | Año 2022, Trimestre IV | 06122022
08/12/2022 |      12.661500 | Año 2022, Trimestre IV | 07122022
09/12/2022 |      13.596600 | Año 2022, Trimestre IV | 08122022
13/12/2022 |      14.125100 | Año 2022, Trimestre IV | 09122022
14/12/2022 |      14.764600 | Año 2022, Trimestre IV | 13122022
15/12/2022 |      15.235400 | Año 2022, Trimestre IV | 14122022
16/12/2022 |      15.571600 | Año 2022, Trimestre IV | 15122022
19/12/2022 |      15.766800 | Año 2022, Trimestre IV | 16122022
20/12/2022 |      16.000600 | Año 2022, Trimestre IV | 19122022
21/12/2022 |      16.041800 | Año 2022, Trimestre IV | 20122022
22/12/2022 |      16.177700 | Año 2022, Trimestre IV | 21122022
23/12/2022 |      16.452300 | Año 2022, Trimestre IV | 22122022
26/12/2022 |      16.566300 | Año 2022, Trimestre IV | 23122022
27/12/2022 |      16.566600 | Año 2022, Trimestre IV | 26122022
28/12/2022 |      16.802800 | Año 2022, Trimestre IV | 27122022
29/12/2022 |      17.117200 | Año 2022, Trimestre IV | 28122022
30/12/2022 |      17.278700 | Año 2022, Trimestre IV | 29122022
02/01/2023 |      17.489000 | Año 2022, Trimestre IV | 30122022
03/01/2023 |      17.559100 | Año 2023, Trimestre I | 02012023
04/01/2023 |      17.864300 | Año 2023, Trimestre I | 03012023
05/01/2023 |      17.944200 | Año 2023, Trimestre I | 04012023
06/01/2023 |      18.394600 | Año 2023, Trimestre I | 05012023
10/01/2023 |      18.613800 | Año 2023, Trimestre I | 06012023
11/01/2023 |      18.809200 | Año 2023, Trimestre I | 10012023
12/01/2023 |      19.053100 | Año 2023, Trimestre I | 11012023
13/01/2023 |      19.278400 | Año 2023, Trimestre I | 12012023
16/01/2023 |      19.452000 | Año 2023, Trimestre I | 13012023
17/01/2023 |      19.663800 | Año 2023, Trimestre I | 16012023
18/01/2023 |      19.972500 | Año 2023, Trimestre I | 17012023
19/01/2023 |      19.984500 | Año 2023, Trimestre I | 18012023
20/01/2023 |      20.294800 | Año 2023, Trimestre I | 19012023
23/01/2023 |      20.527200 | Año 2023, Trimestre I | 20012023
24/01/2023 |      20.734000 | Año 2023, Trimestre I | 23012023
25/01/2023 |      21.174400 | Año 2023, Trimestre I | 24012023
26/01/2023 |      21.318900 | Año 2023, Trimestre I | 25012023
27/01/2023 |      21.727100 | Año 2023, Trimestre I | 26012023
30/01/2023 |      21.968900 | Año 2023, Trimestre I | 27012023
31/01/2023 |      21.951200 | Año 2023, Trimestre I | 30012023
01/02/2023 |      22.373700 | Año 2023, Trimestre I | 31012023
02/02/2023 |      22.438100 | Año 2023, Trimestre I | 01022023
03/02/2023 |      22.680800 | Año 2023, Trimestre I | 02022023
06/02/2023 |      22.906200 | Año 2023, Trimestre I | 03022023
07/02/2023 |      23.148700 | Año 2023, Trimestre I | 06022023
08/02/2023 |      23.612700 | Año 2023, Trimestre I | 07022023
09/02/2023 |      23.809500 | Año 2023, Trimestre I | 08022023
10/02/2023 |      24.198500 | Año 2023, Trimestre I | 09022023
13/02/2023 |      24.200000 | Año 2023, Trimestre I | 10022023
14/02/2023 |      24.253100 | Año 2023, Trimestre I | 13022023
15/02/2023 |      24.343100 | Año 2023, Trimestre I | 14022023
16/02/2023 |      24.365200 | Año 2023, Trimestre I | 15022023
17/02/2023 |      24.387400 | Año 2023, Trimestre I | 16022023
22/02/2023 |      24.401400 | Año 2023, Trimestre I | 17022023
23/02/2023 |      24.391400 | Año 2023, Trimestre I | 22022023
24/02/2023 |      24.370800 | Año 2023, Trimestre I | 23022023
27/02/2023 |      24.416300 | Año 2023, Trimestre I | 24022023
28/02/2023 |      24.363500 | Año 2023, Trimestre I | 27022023
01/03/2023 |      24.360900 | Año 2023, Trimestre I | 28022023
02/03/2023 |      24.357100 | Año 2023, Trimestre I | 01032023
03/03/2023 |      24.357000 | Año 2023, Trimestre I | 02032023
06/03/2023 |      24.316800 | Año 2023, Trimestre I | 03032023
07/03/2023 |      24.274000 | Año 2023, Trimestre I | 06032023
08/03/2023 |      24.155700 | Año 2023, Trimestre I | 07032023
09/03/2023 |      24.169400 | Año 2023, Trimestre I | 08032023
10/03/2023 |      24.135000 | Año 2023, Trimestre I | 09032023
13/03/2023 |      24.145900 | Año 2023, Trimestre I | 10032023
14/03/2023 |      24.118200 | Año 2023, Trimestre I | 13032023
15/03/2023 |      24.000300 | Año 2023, Trimestre I | 14032023
16/03/2023 |      24.067700 | Año 2023, Trimestre I | 15032023
17/03/2023 |      24.125800 | Año 2023, Trimestre I | 16032023
20/03/2023 |      24.203400 | Año 2023, Trimestre I | 17032023
21/03/2023 |      24.219700 | Año 2023, Trimestre I | 20032023
22/03/2023 |      24.241500 | Año 2023, Trimestre I | 21032023
23/03/2023 |      24.203900 | Año 2023, Trimestre I | 22032023
24/03/2023 |      24.309300 | Año 2023, Trimestre I | 23032023
27/03/2023 |      24.401600 | Año 2023, Trimestre I | 24032023
28/03/2023 |      24.391700 | Año 2023, Trimestre I | 27032023
29/03/2023 |      24.415100 | Año 2023, Trimestre I | 28032023
30/03/2023 |      24.487400 | Año 2023, Trimestre I | 29032023
31/03/2023 |      24.496800 | Año 2023, Trimestre I | 30032023
03/04/2023 |      24.525600 | Año 2023, Trimestre I | 31032023
04/04/2023 |      24.489700 | Año 2023, Trimestre II | 03042023
05/04/2023 |      24.441400 | Año 2023, Trimestre II | 04042023
10/04/2023 |      24.487900 | Año 2023, Trimestre II | 05042023
11/04/2023 |      24.392100 | Año 2023, Trimestre II | 10042023
12/04/2023 |      24.473400 | Año 2023, Trimestre II | 11042023
13/04/2023 |      24.487900 | Año 2023, Trimestre II | 12042023
14/04/2023 |      24.541900 | Año 2023, Trimestre II | 13042023
17/04/2023 |      24.573900 | Año 2023, Trimestre II | 14042023
18/04/2023 |      24.561200 | Año 2023, Trimestre II | 17042023
20/04/2023 |      24.563300 | Año 2023, Trimestre II | 18042023
21/04/2023 |      24.576600 | Año 2023, Trimestre II | 20042023
24/04/2023 |      24.648400 | Año 2023, Trimestre II | 21042023
25/04/2023 |      24.614700 | Año 2023, Trimestre II | 24042023
26/04/2023 |      24.653300 | Año 2023, Trimestre II | 25042023
27/04/2023 |      24.632000 | Año 2023, Trimestre II | 26042023
28/04/2023 |      24.730400 | Año 2023, Trimestre II | 27042023
02/05/2023 |      24.750300 | Año 2023, Trimestre II | 28042023
03/05/2023 |      24.815600 | Año 2023, Trimestre II | 02052023
04/05/2023 |      24.872500 | Año 2023, Trimestre II | 03052023
05/05/2023 |      25.029900 | Año 2023, Trimestre II | 04052023
08/05/2023 |      25.057700 | Año 2023, Trimestre II | 05052023
09/05/2023 |      25.039500 | Año 2023, Trimestre II | 08052023
10/05/2023 |      25.123600 | Año 2023, Trimestre II | 09052023
11/05/2023 |      25.179100 | Año 2023, Trimestre II | 10052023
12/05/2023 |      25.348400 | Año 2023, Trimestre II | 11052023
15/05/2023 |      25.435000 | Año 2023, Trimestre II | 12052023
16/05/2023 |      25.489100 | Año 2023, Trimestre II | 15052023
17/05/2023 |      25.647900 | Año 2023, Trimestre II | 16052023
18/05/2023 |      25.812200 | Año 2023, Trimestre II | 17052023
19/05/2023 |      25.902900 | Año 2023, Trimestre II | 18052023
23/05/2023 |      26.005500 | Año 2023, Trimestre II | 19052023
24/05/2023 |      26.001500 | Año 2023, Trimestre II | 23052023
25/05/2023 |      26.037000 | Año 2023, Trimestre II | 24052023
26/05/2023 |      26.129500 | Año 2023, Trimestre II | 25052023
29/05/2023 |      26.271400 | Año 2023, Trimestre II | 26052023
30/05/2023 |      26.254800 | Año 2023, Trimestre II | 29052023
31/05/2023 |      26.163900 | Año 2023, Trimestre II | 30052023
01/06/2023 |      26.267000 | Año 2023, Trimestre II | 31052023
02/06/2023 |      26.467200 | Año 2023, Trimestre II | 01062023
05/06/2023 |      26.596300 | Año 2023, Trimestre II | 02062023
06/06/2023 |      26.462500 | Año 2023, Trimestre II | 05062023
07/06/2023 |      26.632900 | Año 2023, Trimestre II | 06062023
08/06/2023 |      26.703800 | Año 2023, Trimestre II | 07062023
09/06/2023 |      26.857100 | Año 2023, Trimestre II | 08062023
13/06/2023 |      27.021000 | Año 2023, Trimestre II | 09062023
14/06/2023 |      27.018000 | Año 2023, Trimestre II | 13062023
15/06/2023 |      27.105300 | Año 2023, Trimestre II | 14062023
16/06/2023 |      27.173700 | Año 2023, Trimestre II | 15062023
20/06/2023 |      27.278000 | Año 2023, Trimestre II | 16062023
21/06/2023 |      27.254300 | Año 2023, Trimestre II | 20062023
22/06/2023 |      27.300000 | Año 2023, Trimestre II | 21062023
23/06/2023 |      27.542000 | Año 2023, Trimestre II | 22062023
26/06/2023 |      27.609600 | Año 2023, Trimestre II | 23062023
27/06/2023 |      27.616900 | Año 2023, Trimestre II | 26062023
28/06/2023 |      27.715600 | Año 2023, Trimestre II | 27062023
29/06/2023 |      27.837400 | Año 2023, Trimestre II | 28062023
30/06/2023 |      27.854600 | Año 2023, Trimestre II | 29062023
04/07/2023 |      28.016200 | Año 2023, Trimestre II | 30062023
06/07/2023 |      28.164800 | Año 2023, Trimestre III | 04072023
07/07/2023 |      28.276800 | Año 2023, Trimestre III | 06072023
10/07/2023 |      28.304800 | Año 2023, Trimestre III | 07072023
11/07/2023 |      28.206600 | Año 2023, Trimestre III | 10072023
12/07/2023 |      28.356800 | Año 2023, Trimestre III | 11072023
13/07/2023 |      28.352900 | Año 2023, Trimestre III | 12072023
14/07/2023 |      28.455600 | Año 2023, Trimestre III | 13072023
17/07/2023 |      28.609900 | Año 2023, Trimestre III | 14072023
18/07/2023 |      28.669500 | Año 2023, Trimestre III | 17072023
19/07/2023 |      28.812300 | Año 2023, Trimestre III | 18072023
20/07/2023 |      28.878900 | Año 2023, Trimestre III | 19072023
21/07/2023 |      28.990600 | Año 2023, Trimestre III | 20072023
25/07/2023 |      29.087200 | Año 2023, Trimestre III | 21072023
26/07/2023 |      29.104200 | Año 2023, Trimestre III | 25072023
27/07/2023 |      29.314000 | Año 2023, Trimestre III | 26072023
28/07/2023 |      29.305200 | Año 2023, Trimestre III | 27072023
31/07/2023 |      29.512000 | Año 2023, Trimestre III | 28072023
01/08/2023 |      29.503700 | Año 2023, Trimestre III | 31072023
02/08/2023 |      29.615300 | Año 2023, Trimestre III | 01082023
03/08/2023 |      29.755900 | Año 2023, Trimestre III | 02082023
04/08/2023 |      30.104200 | Año 2023, Trimestre III | 03082023
07/08/2023 |      30.982600 | Año 2023, Trimestre III | 04082023
08/08/2023 |      30.968500 | Año 2023, Trimestre III | 07082023
09/08/2023 |      31.098900 | Año 2023, Trimestre III | 08082023
10/08/2023 |      31.237600 | Año 2023, Trimestre III | 09082023
